id,created_at,updated_at,activity_template_id,created_by_id,payload,business_unit_id,date,animal_id,activity_type_id,batch_id,fields,groups,unique_hash,is_copied
5548747,2022-10-27 13:12:20.761194,2022-10-27 13:12:20.761200,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,36d412bc-c361-4812-8106-b7675cdd15d3,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5548748,2022-10-27 13:12:20.761249,2022-10-27 13:12:20.761255,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,3b61ddb0-9951-4167-8bb0-f2db4c59310b,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5548749,2022-10-27 13:12:20.761305,2022-10-27 13:12:20.761311,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,3d5cb070-206a-48f1-838f-3b63ebf079fc,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5548751,2022-10-27 13:12:20.761418,2022-10-27 13:12:20.761424,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,3dbc8f17-1d17-4c76-9bb1-9526dbea57eb,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5548734,2022-10-27 13:12:20.760453,2022-10-27 13:12:20.760460,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,06ab4e04-1447-47a0-9a20-a6f7573939c5,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5548743,2022-10-27 13:12:20.760973,2022-10-27 13:12:20.760979,1,3521.0,"{""data"": [{""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}], ""name"": ""Move Animal to Group"", ""fields"": {""to_group_id"": {""id"": 2, ""name"": ""To Group ID"", ""units"": ""GROUP"", ""value"": ""6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3"", ""position"": 1, ""fieldSlug"": ""to-group-id"", ""fieldType"": ""GROUP_ID"", ""initialValue"": null}, ""from_group_id"": {""id"": 27, ""name"": ""From Group ID"", ""units"": ""TEXT"", ""value"": null, ""position"": 0, ""fieldSlug"": ""from-group-id"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""to_group_name"": {""id"": 8, ""name"": ""To Group name"", ""units"": ""TEXT"", ""value"": ""**** 2022"", ""position"": 3, ""fieldSlug"": ""to-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}, ""from_group_name"": {""id"": 28, ""name"": ""From Group name"", ""units"": ""TEXT"", ""value"": null, ""position"": 2, ""fieldSlug"": ""from-group-name"", ""fieldType"": ""STRING"", ""initialValue"": null}}, ""description"": ""Assigned to **** 2022 group"", ""longDescription"": ""Group membership changed from no group to **** 2022"", ""shortDescription"": ""Assigned to **** 2022 group"", ""valueDescription"": """"}",3117,2022-10-27 13:12:17.439000,27a97a67-7d30-404c-b29d-e4c4eca9b907,2,b92050b7-e5a0-4a00-a0d9-1ef7becf1673,{a88ecf99-075e-40c8-bd32-b69fa4b32978},{6d2f8d45-38a1-4321-bc1d-3f7d34b14cb3},,false
5293613,2022-09-23 14:26:06.785632,2022-09-23 14:26:06.785643,8,,"{""data"": [{""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 225.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}, {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}], ""name"": ""Live Weight"", ""fields"": {""notes"": {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}, ""live_weight"": {""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 225.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}}, ""description"": ""{{live_weight}} {{live_weight.units}}"", ""longDescription"": ""A live weight of 225.0 kg was recorded"", ""shortDescription"": ""Weighed"", ""valueDescription"": ""225.0 kg""}",3117,2022-08-29 00:00:00.000000,429ecd7c-7c76-4a7e-8ea2-a84b6db136b4,3,6527cc6b-bc32-4202-a0ae-aaef3ea31dfe,{},{},,false
5293618,2022-09-23 14:26:07.086884,2022-09-23 14:26:07.086895,8,,"{""data"": [{""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 250.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}, {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}], ""name"": ""Live Weight"", ""fields"": {""notes"": {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}, ""live_weight"": {""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 250.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}}, ""description"": ""{{live_weight}} {{live_weight.units}}"", ""longDescription"": ""A live weight of 250.0 kg was recorded"", ""shortDescription"": ""Weighed"", ""valueDescription"": ""250.0 kg""}",3117,2022-08-29 00:00:00.000000,d105e5cb-b6f8-4b0d-88cd-281fc47e0217,3,69965458-ca33-4d1e-8ea7-0f22b0846892,{},{},,false
5293630,2022-09-23 14:26:07.813509,2022-09-23 14:26:07.813519,8,,"{""data"": [{""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 220.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}, {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}], ""name"": ""Live Weight"", ""fields"": {""notes"": {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}, ""live_weight"": {""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 220.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}}, ""description"": ""{{live_weight}} {{live_weight.units}}"", ""longDescription"": ""A live weight of 220.0 kg was recorded"", ""shortDescription"": ""Weighed"", ""valueDescription"": ""220.0 kg""}",3117,2022-08-29 00:00:00.000000,ee190171-ca2b-4a88-9a71-86024433464c,3,a54a0b77-055e-444a-93fc-3075669122fe,{},{},,false
5293631,2022-09-23 14:26:07.874211,2022-09-23 14:26:07.874221,8,,"{""data"": [{""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 205.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}, {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}], ""name"": ""Live Weight"", ""fields"": {""notes"": {""id"": 26, ""name"": ""Notes"", ""units"": ""TEXT"", ""value"": """", ""position"": 2, ""fieldSlug"": ""notes"", ""fieldType"": ""STRING"", ""initialValue"": """"}, ""live_weight"": {""id"": 25, ""name"": ""Live Weight"", ""units"": ""KG"", ""value"": 205.0, ""position"": 1, ""fieldSlug"": ""live-weight"", ""fieldType"": ""NUMBER"", ""initialValue"": null}}, ""description"": ""{{live_weight}} {{live_weight.units}}"", ""longDescription"": ""A live weight of 205.0 kg was recorded"", ""shortDescription"": ""Weighed"", ""valueDescription"": ""205.0 kg""}",3117,2022-08-29 00:00:00.000000,dd5a21f8-7431-4713-ae6b-7b8bf03d74e0,3,7e73fe49-bad0-4b99-8a4f-d69574453784,{},{},,false
